,Id,Abstract,Category
4095,4095,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4096,4096,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4097,4097,[0. 0. 0. ... 0. 0. 0.],hep-ph
4098,4098,[1. 0. 0. ... 0. 0. 0.],math.AP
4099,4099,[0. 0. 0. ... 0. 0. 0.],astro-ph
4100,4100,[0. 0. 0. ... 0. 0. 0.],physics.optics
4101,4101,[0. 0. 0. ... 0. 0. 0.],cs.LG
4102,4102,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4103,4103,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4104,4104,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4105,4105,[0. 0. 0. ... 0. 0. 0.],hep-ph
4106,4106,[0. 0. 0. ... 0. 0. 0.],astro-ph
4107,4107,[0. 0. 0. ... 0. 0. 0.],math.CO
4108,4108,[1. 0. 0. ... 0. 0. 0.],astro-ph.GA
4109,4109,[0. 0. 0. ... 0. 0. 0.],hep-ph
4110,4110,[0. 0. 0. ... 0. 0. 0.],math.AP
4111,4111,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4112,4112,[0. 0. 0. ... 0. 0. 0.],quant-ph
4113,4113,[0. 0. 0. ... 0. 0. 0.],astro-ph
4114,4114,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4115,4115,[0. 0. 0. ... 0. 0. 0.],physics.optics
4116,4116,[0. 0. 0. ... 0. 0. 0.],hep-ph
4117,4117,[0. 0. 0. ... 0. 0. 0.],math.AP
4118,4118,[0. 0. 0. ... 0. 0. 0.],stat.ML
4119,4119,[0. 0. 0. ... 0. 0. 0.],math.CO
4120,4120,[0. 0. 0. ... 0. 0. 0.],math.AP
4121,4121,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4122,4122,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4123,4123,[0. 0. 0. ... 0. 0. 0.],hep-th
4124,4124,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4125,4125,[0. 0. 0. ... 0. 0. 0.],hep-ph
4126,4126,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4127,4127,[0. 0. 0. ... 0. 0. 0.],hep-ph
4128,4128,[0. 0. 0. ... 0. 0. 0.],cs.LG
4129,4129,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4130,4130,[0. 0. 0. ... 0. 0. 0.],math.AP
4131,4131,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4132,4132,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4133,4133,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4134,4134,[0. 0. 0. ... 0. 0. 0.],hep-th
4135,4135,[0. 0. 0. ... 0. 0. 0.],math.CO
4136,4136,[0. 0. 0. ... 0. 0. 0.],hep-ph
4137,4137,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4138,4138,[0. 0. 0. ... 0. 0. 0.],astro-ph
4139,4139,[0. 0. 0. ... 0. 0. 0.],astro-ph
4140,4140,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4141,4141,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4142,4142,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4143,4143,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4144,4144,[1. 0. 0. ... 0. 0. 0.],astro-ph.CO
4145,4145,[0. 0. 0. ... 0. 0. 0.],cs.LG
4146,4146,[0. 0. 0. ... 0. 0. 0.],cs.LG
4147,4147,[0. 0. 0. ... 0. 0. 0.],hep-ph
4148,4148,[0. 0. 0. ... 0. 0. 0.],hep-th
4149,4149,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4150,4150,[1. 0. 0. ... 0. 0. 0.],astro-ph
4151,4151,[0. 0. 0. ... 0. 0. 0.],astro-ph
4152,4152,[0. 0. 0. ... 0. 0. 0.],cs.LG
4153,4153,[1. 0. 0. ... 0. 0. 0.],cs.LG
4154,4154,[0. 1. 0. ... 0. 0. 0.],astro-ph
4155,4155,[0. 0. 0. ... 0. 0. 0.],hep-ph
4156,4156,[0. 0. 0. ... 0. 0. 0.],quant-ph
4157,4157,[0. 0. 0. ... 0. 0. 0.],math.CO
4158,4158,[0. 0. 0. ... 0. 0. 0.],quant-ph
4159,4159,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4160,4160,[0. 0. 0. ... 0. 0. 0.],hep-th
4161,4161,[0. 0. 0. ... 0. 0. 0.],math.AP
4162,4162,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4163,4163,[0. 0. 0. ... 0. 0. 0.],hep-th
4164,4164,[0. 0. 0. ... 0. 0. 0.],stat.ML
4165,4165,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
4166,4166,[0. 0. 0. ... 0. 0. 0.],math.AP
4167,4167,[0. 0. 0. ... 0. 0. 0.],hep-th
4168,4168,[0. 0. 0. ... 0. 0. 0.],quant-ph
4169,4169,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4170,4170,[0. 0. 0. ... 0. 0. 0.],cs.LG
4171,4171,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4172,4172,[0. 0. 0. ... 0. 0. 0.],hep-th
4173,4173,[0. 0. 0. ... 0. 0. 0.],quant-ph
4174,4174,[0. 0. 0. ... 0. 0. 0.],physics.optics
4175,4175,[0. 0. 0. ... 0. 0. 0.],cs.LG
4176,4176,[0. 0. 0. ... 0. 0. 0.],quant-ph
4177,4177,[0. 0. 0. ... 0. 0. 0.],hep-th
4178,4178,[0. 0. 0. ... 0. 0. 0.],stat.ML
4179,4179,[0. 0. 0. ... 0. 0. 0.],quant-ph
4180,4180,[0. 0. 0. ... 0. 0. 0.],math.CO
4181,4181,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4182,4182,[1. 0. 0. ... 0. 0. 0.],astro-ph
4183,4183,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4184,4184,[0. 0. 0. ... 0. 0. 0.],stat.ML
4185,4185,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4186,4186,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4187,4187,[0. 0. 0. ... 0. 0. 0.],gr-qc
4188,4188,[0. 0. 0. ... 0. 0. 0.],math.CO
4189,4189,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
4190,4190,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4191,4191,[0. 0. 0. ... 0. 0. 0.],quant-ph
4192,4192,[0. 0. 0. ... 0. 0. 0.],physics.optics
4193,4193,[0. 0. 0. ... 0. 0. 0.],astro-ph
4194,4194,[0. 0. 0. ... 0. 0. 0.],astro-ph
4195,4195,[0. 0. 0. ... 0. 0. 0.],stat.ML
4196,4196,[0. 0. 0. ... 0. 0. 0.],cs.LG
4197,4197,[0. 0. 0. ... 0. 0. 0.],astro-ph
4198,4198,[0. 0. 0. ... 0. 0. 0.],quant-ph
4199,4199,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4200,4200,[0. 0. 0. ... 0. 0. 0.],cs.LG
4201,4201,[0. 0. 0. ... 0. 0. 0.],stat.ML
4202,4202,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4203,4203,[0. 0. 0. ... 0. 0. 0.],physics.optics
4204,4204,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4205,4205,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
4206,4206,[0. 0. 0. ... 0. 0. 0.],math.CO
4207,4207,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4208,4208,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4209,4209,[1. 0. 0. ... 0. 0. 0.],astro-ph
4210,4210,[0. 0. 0. ... 0. 0. 0.],stat.ML
4211,4211,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4212,4212,[0. 0. 0. ... 0. 0. 0.],math.CO
4213,4213,[0. 0. 0. ... 0. 0. 0.],gr-qc
4214,4214,[1. 0. 0. ... 0. 0. 0.],math.AP
4215,4215,[0. 0. 0. ... 0. 0. 0.],quant-ph
4216,4216,[0. 0. 0. ... 0. 0. 0.],quant-ph
4217,4217,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4218,4218,[0. 0. 0. ... 0. 0. 0.],gr-qc
4219,4219,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4220,4220,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4221,4221,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4222,4222,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
4223,4223,[0. 0. 0. ... 0. 0. 0.],stat.ML
4224,4224,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4225,4225,[1. 0. 0. ... 0. 0. 0.],gr-qc
4226,4226,[0. 0. 0. ... 0. 0. 0.],math.CO
4227,4227,[0. 0. 0. ... 0. 0. 0.],astro-ph
4228,4228,[0. 0. 0. ... 0. 0. 0.],hep-th
4229,4229,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4230,4230,[0. 0. 0. ... 0. 0. 0.],math.CO
4231,4231,[1. 0. 0. ... 0. 0. 0.],astro-ph.SR
4232,4232,[0. 0. 0. ... 0. 0. 0.],stat.ML
4233,4233,[0. 0. 0. ... 0. 0. 0.],hep-ph
4234,4234,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4235,4235,[0. 0. 0. ... 0. 0. 0.],stat.ML
4236,4236,[0. 0. 0. ... 0. 0. 0.],math.AP
4237,4237,[0. 0. 0. ... 0. 0. 0.],math.CO
4238,4238,[0. 0. 0. ... 0. 0. 0.],stat.ML
4239,4239,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4240,4240,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4241,4241,[0. 0. 0. ... 0. 0. 0.],stat.ML
4242,4242,[0. 0. 0. ... 0. 0. 0.],stat.ML
4243,4243,[0. 0. 0. ... 0. 0. 0.],cs.LG
4244,4244,[0. 0. 0. ... 0. 0. 0.],astro-ph
4245,4245,[0. 0. 0. ... 0. 0. 0.],hep-ph
4246,4246,[0. 0. 0. ... 0. 0. 0.],math.CO
4247,4247,[0. 0. 0. ... 0. 0. 0.],math.AP
4248,4248,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4249,4249,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4250,4250,[0. 0. 0. ... 0. 0. 0.],stat.ML
4251,4251,[0. 0. 0. ... 0. 0. 0.],math.CO
4252,4252,[0. 0. 0. ... 0. 0. 0.],physics.optics
4253,4253,[0. 0. 0. ... 0. 0. 0.],hep-ph
4254,4254,[0. 0. 0. ... 0. 0. 0.],math.AP
4255,4255,[0. 0. 0. ... 0. 0. 0.],physics.optics
4256,4256,[1. 0. 0. ... 0. 0. 0.],gr-qc
4257,4257,[1. 0. 0. ... 0. 0. 0.],astro-ph.GA
4258,4258,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4259,4259,[0. 0. 0. ... 0. 0. 0.],math.AP
4260,4260,[0. 0. 0. ... 0. 0. 0.],hep-th
4261,4261,[0. 0. 0. ... 0. 0. 0.],math.CO
4262,4262,[0. 0. 0. ... 0. 0. 0.],quant-ph
4263,4263,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4264,4264,[0. 0. 0. ... 0. 0. 0.],stat.ML
4265,4265,[0. 0. 0. ... 0. 0. 0.],cs.LG
4266,4266,[0. 0. 0. ... 0. 0. 0.],hep-th
4267,4267,[0. 0. 0. ... 0. 0. 0.],math.AP
4268,4268,[0. 0. 0. ... 0. 0. 0.],quant-ph
4269,4269,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4270,4270,[0. 0. 0. ... 0. 0. 0.],cs.LG
4271,4271,[0. 0. 0. ... 0. 0. 0.],hep-ph
4272,4272,[0. 0. 0. ... 0. 0. 0.],physics.optics
4273,4273,[1. 0. 0. ... 0. 0. 0.],hep-ph
4274,4274,[0. 0. 0. ... 0. 0. 0.],cs.LG
4275,4275,[0. 0. 0. ... 0. 0. 0.],gr-qc
4276,4276,[0. 0. 0. ... 0. 0. 0.],quant-ph
4277,4277,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4278,4278,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4279,4279,[0. 0. 0. ... 0. 0. 0.],astro-ph
4280,4280,[0. 0. 0. ... 0. 0. 0.],math.AP
4281,4281,[0. 0. 0. ... 0. 0. 0.],physics.optics
4282,4282,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4283,4283,[0. 0. 0. ... 0. 0. 0.],cs.LG
4284,4284,[1. 0. 0. ... 0. 0. 0.],astro-ph.CO
4285,4285,[0. 0. 0. ... 0. 0. 0.],stat.ML
4286,4286,[0. 0. 0. ... 0. 0. 0.],physics.optics
4287,4287,[0. 0. 0. ... 0. 0. 0.],quant-ph
4288,4288,[0. 0. 0. ... 0. 0. 0.],stat.ML
4289,4289,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
4290,4290,[0. 0. 0. ... 0. 0. 0.],gr-qc
4291,4291,[0. 0. 0. ... 0. 0. 0.],gr-qc
4292,4292,[0. 0. 1. ... 0. 0. 0.],astro-ph.GA
4293,4293,[0. 0. 0. ... 0. 0. 0.],cs.LG
4294,4294,[0. 0. 0. ... 0. 0. 0.],math.CO
4295,4295,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4296,4296,[0. 0. 0. ... 0. 0. 0.],hep-th
4297,4297,[0. 0. 0. ... 0. 0. 0.],hep-th
4298,4298,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
4299,4299,[0. 0. 0. ... 0. 0. 0.],hep-ph
4300,4300,[0. 0. 0. ... 0. 0. 0.],stat.ML
4301,4301,[0. 0. 0. ... 0. 0. 0.],math.CO
4302,4302,[0. 0. 0. ... 0. 0. 0.],hep-th
4303,4303,[0. 0. 0. ... 0. 0. 0.],quant-ph
4304,4304,[0. 0. 0. ... 0. 0. 0.],cs.LG
4305,4305,[0. 0. 0. ... 0. 0. 0.],physics.optics
4306,4306,[0. 0. 1. ... 0. 0. 0.],astro-ph.CO
4307,4307,[0. 0. 0. ... 0. 0. 0.],astro-ph
4308,4308,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4309,4309,[0. 0. 0. ... 0. 0. 0.],physics.optics
4310,4310,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4311,4311,[0. 0. 0. ... 0. 0. 0.],hep-th
4312,4312,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4313,4313,[0. 0. 0. ... 0. 0. 0.],hep-th
4314,4314,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4315,4315,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4316,4316,[0. 0. 0. ... 0. 0. 0.],hep-ph
4317,4317,[0. 0. 0. ... 0. 0. 0.],cs.LG
4318,4318,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4319,4319,[0. 0. 0. ... 0. 0. 0.],quant-ph
4320,4320,[0. 0. 0. ... 0. 0. 0.],stat.ML
4321,4321,[0. 0. 0. ... 0. 0. 0.],physics.optics
4322,4322,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4323,4323,[1. 0. 0. ... 0. 0. 0.],hep-ph
4324,4324,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4325,4325,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4326,4326,[0. 0. 0. ... 0. 0. 0.],gr-qc
4327,4327,[0. 0. 0. ... 0. 0. 0.],physics.optics
4328,4328,[0. 0. 0. ... 0. 0. 0.],cs.LG
4329,4329,[0. 0. 0. ... 0. 0. 0.],quant-ph
4330,4330,[0. 0. 0. ... 0. 0. 0.],stat.ML
4331,4331,[1. 0. 0. ... 0. 0. 0.],math.AP
4332,4332,[0. 0. 0. ... 0. 0. 0.],stat.ML
4333,4333,[0. 0. 0. ... 0. 0. 0.],math.CO
4334,4334,[0. 0. 0. ... 0. 0. 0.],math.AP
4335,4335,[0. 0. 0. ... 0. 0. 0.],stat.ML
4336,4336,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4337,4337,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4338,4338,[0. 0. 0. ... 0. 0. 0.],gr-qc
4339,4339,[0. 0. 0. ... 0. 0. 0.],quant-ph
4340,4340,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4341,4341,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4342,4342,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4343,4343,[0. 0. 0. ... 0. 0. 0.],hep-th
4344,4344,[0. 0. 0. ... 0. 0. 0.],cs.LG
4345,4345,[0. 0. 0. ... 0. 0. 0.],cs.LG
4346,4346,[0. 0. 0. ... 0. 0. 0.],math.AP
4347,4347,[0. 0. 0. ... 0. 0. 0.],math.CO
4348,4348,[0. 0. 0. ... 0. 0. 0.],hep-th
4349,4349,[0. 0. 0. ... 0. 0. 0.],hep-ph
4350,4350,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
4351,4351,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4352,4352,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4353,4353,[0. 0. 0. ... 0. 0. 0.],math.AP
4354,4354,[0. 0. 0. ... 0. 0. 0.],math.CO
4355,4355,[0. 0. 0. ... 0. 0. 0.],hep-th
4356,4356,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4357,4357,[0. 0. 0. ... 0. 0. 0.],hep-ph
4358,4358,[0. 0. 0. ... 0. 0. 0.],hep-ph
4359,4359,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4360,4360,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4361,4361,[0. 0. 0. ... 0. 0. 0.],math.AP
4362,4362,[0. 0. 0. ... 0. 0. 0.],math.CO
4363,4363,[0. 0. 0. ... 0. 0. 0.],physics.optics
4364,4364,[0. 0. 0. ... 0. 0. 0.],cs.LG
4365,4365,[0. 0. 0. ... 0. 0. 0.],physics.optics
4366,4366,[0. 0. 0. ... 0. 0. 0.],math.AP
4367,4367,[0. 0. 0. ... 0. 0. 0.],gr-qc
4368,4368,[1. 0. 0. ... 0. 0. 0.],hep-ph
4369,4369,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4370,4370,[0. 0. 0. ... 0. 0. 0.],stat.ML
4371,4371,[0. 0. 0. ... 0. 0. 0.],cs.LG
4372,4372,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4373,4373,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4374,4374,[1. 0. 0. ... 0. 0. 0.],astro-ph
4375,4375,[0. 0. 0. ... 0. 0. 0.],hep-th
4376,4376,[0. 0. 0. ... 0. 0. 0.],hep-ph
4377,4377,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4378,4378,[0. 0. 0. ... 0. 0. 0.],physics.optics
4379,4379,[0. 0. 0. ... 0. 0. 0.],hep-th
4380,4380,[0. 0. 0. ... 0. 0. 0.],physics.optics
4381,4381,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4382,4382,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4383,4383,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4384,4384,[0. 0. 0. ... 0. 0. 0.],hep-ph
4385,4385,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4386,4386,[0. 0. 0. ... 0. 0. 0.],physics.optics
4387,4387,[0. 0. 0. ... 0. 0. 0.],hep-ph
4388,4388,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4389,4389,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4390,4390,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4391,4391,[0. 0. 0. ... 0. 0. 0.],math.CO
4392,4392,[0. 0. 0. ... 0. 0. 0.],hep-ph
4393,4393,[0. 0. 0. ... 0. 0. 0.],math.CO
4394,4394,[1. 0. 0. ... 0. 0. 0.],astro-ph
4395,4395,[0. 0. 0. ... 0. 0. 0.],hep-th
4396,4396,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4397,4397,[1. 0. 0. ... 0. 0. 0.],astro-ph
4398,4398,[0. 0. 0. ... 0. 0. 0.],stat.ML
4399,4399,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4400,4400,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4401,4401,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4402,4402,[0. 0. 0. ... 0. 0. 0.],astro-ph
4403,4403,[0. 0. 0. ... 0. 0. 0.],gr-qc
4404,4404,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4405,4405,[0. 0. 0. ... 0. 0. 0.],cs.LG
4406,4406,[0. 0. 0. ... 0. 0. 0.],gr-qc
4407,4407,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4408,4408,[0. 0. 0. ... 0. 0. 0.],gr-qc
4409,4409,[0. 0. 0. ... 0. 0. 0.],astro-ph
4410,4410,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4411,4411,[0. 0. 0. ... 0. 0. 0.],stat.ML
4412,4412,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4413,4413,[0. 0. 0. ... 0. 0. 0.],cs.LG
4414,4414,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4415,4415,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4416,4416,[0. 0. 0. ... 0. 0. 0.],physics.optics
4417,4417,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4418,4418,[1. 0. 0. ... 0. 0. 0.],stat.ML
4419,4419,[0. 0. 0. ... 0. 0. 0.],physics.optics
4420,4420,[0. 0. 0. ... 0. 0. 0.],cs.LG
4421,4421,[0. 0. 0. ... 0. 0. 0.],hep-th
4422,4422,[1. 0. 0. ... 0. 0. 0.],cs.LG
4423,4423,[0. 0. 0. ... 0. 0. 0.],math.CO
4424,4424,[0. 0. 0. ... 0. 0. 0.],cs.LG
4425,4425,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4426,4426,[0. 0. 0. ... 0. 0. 0.],astro-ph
4427,4427,[0. 0. 0. ... 0. 0. 0.],stat.ML
4428,4428,[0. 0. 0. ... 0. 0. 0.],physics.optics
4429,4429,[0. 0. 0. ... 0. 0. 0.],math.AP
4430,4430,[0. 0. 0. ... 0. 0. 0.],hep-ph
4431,4431,[0. 0. 0. ... 0. 0. 0.],cs.LG
4432,4432,[0. 0. 0. ... 0. 0. 0.],math.CO
4433,4433,[1. 0. 0. ... 0. 0. 0.],math.AP
4434,4434,[0. 0. 0. ... 0. 0. 0.],stat.ML
4435,4435,[0. 0. 0. ... 0. 0. 0.],hep-th
4436,4436,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4437,4437,[0. 0. 0. ... 0. 0. 0.],astro-ph
4438,4438,[0. 0. 0. ... 0. 0. 0.],physics.optics
4439,4439,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4440,4440,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4441,4441,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4442,4442,[0. 0. 0. ... 0. 0. 0.],cs.LG
4443,4443,[0. 0. 0. ... 0. 0. 0.],math.CO
4444,4444,[0. 0. 0. ... 0. 0. 0.],math.CO
4445,4445,[0. 0. 0. ... 0. 0. 0.],math.CO
4446,4446,[0. 0. 0. ... 0. 0. 0.],cs.LG
4447,4447,[0. 0. 0. ... 0. 0. 0.],math.AP
4448,4448,[0. 0. 0. ... 0. 0. 0.],math.AP
4449,4449,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4450,4450,[0. 0. 0. ... 0. 0. 0.],math.CO
4451,4451,[0. 0. 0. ... 0. 0. 0.],hep-th
4452,4452,[0. 0. 0. ... 0. 0. 0.],math.CO
4453,4453,[0. 0. 0. ... 0. 0. 0.],math.CO
4454,4454,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4455,4455,[0. 0. 0. ... 0. 0. 0.],stat.ML
4456,4456,[0. 0. 0. ... 0. 0. 0.],hep-th
4457,4457,[0. 0. 0. ... 0. 0. 0.],hep-th
4458,4458,[0. 0. 0. ... 0. 0. 0.],hep-ph
4459,4459,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4460,4460,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
4461,4461,[1. 0. 0. ... 0. 0. 0.],astro-ph
4462,4462,[0. 0. 0. ... 0. 0. 0.],gr-qc
4463,4463,[0. 0. 0. ... 0. 0. 0.],gr-qc
4464,4464,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4465,4465,[0. 0. 0. ... 0. 0. 0.],physics.optics
4466,4466,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4467,4467,[0. 0. 0. ... 0. 0. 0.],quant-ph
4468,4468,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
4469,4469,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4470,4470,[0. 0. 1. ... 0. 0. 0.],astro-ph
4471,4471,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4472,4472,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
4473,4473,[1. 0. 1. ... 0. 0. 0.],astro-ph.SR
4474,4474,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4475,4475,[0. 0. 0. ... 0. 0. 0.],hep-th
4476,4476,[0. 0. 0. ... 0. 0. 0.],gr-qc
4477,4477,[0. 0. 0. ... 0. 0. 0.],physics.optics
4478,4478,[0. 0. 1. ... 0. 0. 0.],cond-mat.mtrl-sci
4479,4479,[0. 0. 0. ... 0. 0. 0.],gr-qc
4480,4480,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4481,4481,[1. 0. 0. ... 0. 0. 0.],hep-ph
4482,4482,[0. 0. 0. ... 0. 0. 0.],gr-qc
4483,4483,[0. 0. 0. ... 0. 0. 0.],math.CO
4484,4484,[0. 0. 0. ... 0. 0. 0.],cs.LG
4485,4485,[0. 0. 0. ... 0. 0. 0.],stat.ML
4486,4486,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4487,4487,[0. 0. 0. ... 0. 0. 0.],quant-ph
4488,4488,[0. 0. 0. ... 0. 0. 0.],math.AP
4489,4489,[1. 0. 1. ... 0. 0. 0.],astro-ph.CO
4490,4490,[0. 0. 0. ... 0. 0. 0.],hep-th
4491,4491,[0. 0. 0. ... 0. 0. 0.],hep-ph
4492,4492,[0. 0. 0. ... 0. 0. 0.],stat.ML
4493,4493,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
4494,4494,[0. 0. 0. ... 0. 0. 0.],math.AP
4495,4495,[0. 0. 0. ... 0. 0. 0.],math.CO
4496,4496,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
4497,4497,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
4498,4498,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
4499,4499,[0. 0. 0. ... 0. 0. 0.],math.AP
4500,4500,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
